Price,buyer,seller,est. buyer,est. seller
95.7286432161,0.2833682817962543,0.07677039512075644,0.10716737667757162,0.04275506326217909
96.2311557789,0.26660428677126335,0.0842739920951594,0.10008377285513725,0.046397669930688994
96.7336683417,0.25035697149811487,0.09231502959117333,0.09332272936718404,0.05032222607706018
97.2361809045,0.2346501160218426,0.10091027399157254,0.08688918337419663,0.054545605714366376
97.7386934673,0.21950402917648515,0.11007475610802514,0.08078498994448179,0.059084836823245515
98.2412060302,0.20493551728235482,0.1198215365064324,0.07500919569616188,0.06395693639681875
98.743718593,0.1909578886301726,0.1301614758131363,0.06955833771162312,0.06917871667401539
99.2462311558,0.17758099237679592,0.14110301331037306,0.06442675591326728,0.07476656134777396
99.7487437186,0.16481129001977868,0.1526519572101252,0.0596069084671008,0.0807361712408162
100.251256281,0.1526519572101256,0.16481129001977834,0.05508968138676448,0.08710227985699283
100.753768844,0.14110301331037345,0.1775809923767956,0.05086468521037718,0.09387834035139794
101.256281407,0.1301614758131363,0.1909578886301726,0.046920533304908224,0.10107618681658484
101.75879397,0.11982153650643235,0.20493551728235487,0.043245097932962474,0.10870567433852776
102.261306533,0.11007475610802553,0.2195040291764847,0.03982574163638203,0.11677430399773826
102.763819095,0.10091027399157282,0.2346501160218421,0.03664952271521398,0.12528684081816038
103.266331658,0.09231502959117355,0.2503569714981144,0.03370337459472532,0.1342449345135173
103.768844221,0.0842739920951594,0.26660428677126335,0.0309742596783302,0.14364675463631435
104.271356784,0.07677039512075645,0.2833682817962543,0.02844929889301088,0.15348665326417033
104.773869347,0.06978597319360302,0.3006217732822116,0.02611587856598117,0.16375486950986753
105.27638191,0.06330119703426684,0.3183342796623479,0.023961736550998307,0.1744372907566088
105.778894472,0.05729550487144097,0.3364721628540341,0.02197502967539491,0.18551528544600812
106.281407035,0.051747527251557845,0.3549988060242954,0.02014438462962207,0.1969656213542594
106.783919598,0.046635303090048486,0.37387482600402916,0.01845893439314272,0.20876048149436566
107.286432161,0.04193648500320768,0.3930583184320494,0.016908342204565864,0.22086758705194098
107.788944724,0.03762853226459539,0.4125051331692606,0.015482814957706386,0.23325043314631386
108.291457286,0.03368889003934161,0.43216917701536334,0.014173107753470198,0.24586863883885868
108.793969849,0.03009515385728223,0.4520027402964434,0.012970521171885574,0.2586784079023578
109.296482412,0.02682521858578979,0.4719568434816448,0.011866892658369755,0.2716330917088557
109.798994975,0.02385741145027853,0.49198159964004434,0.010854583250255938,0.2846838405330753
110.301507538,0.021170608920269562,0.5120265882724333,0.009926460708590004,0.29778032497201495
110.804020101,0.01874433752788185,0.5320412358532682,0.00907587996950348,0.31087150540476227
111.306532663,0.01655885891079356,0.5519751982999976,0.008296661691076497,0.3239064247654905
111.809045226,0.014595239570956986,0.5717787405530212,0.007583069546522643,0.33683499859812005
112.311557789,0.012835406012292383,0.5914031085004393,0.006929786803022034,0.34960877651382766
112.814070352,0.011262186064578517,0.6108008886163355,0.006331892627325916,0.36218165076945497
113.316582915,0.009859337316825867,0.6299263508966164,0.005784838473714633,0.3745104905908661
113.819095477,0.008611563672165201,0.6487357709674889,0.005284424836134963,0.38655568483930375
114.32160804,0.007504521098860795,0.6671877276020651,0.004826778583358529,0.39828158034172606
114.824120603,0.0065248136900387665,0.6852433723022233,0.004408331042722063,0.4096568083163711
115.326633166,0.005659981160036298,0.7028666680765606,0.004025796953354936,0.4206544964565367
115.829145729,0.004898478900151271,0.7200245950606267,0.0036761543727326204,0.4312523690536354
116.331658291,0.00422965169339673,0.7366873211716267,0.0033566255899347796,0.44143274176897784
116.834170854,0.003643702149142558,0.7528283365549049,0.003064659074229083,0.451182421103791
117.336683417,0.003131654866833644,0.7684245511520034,0.002797912467726605,0.46049252115507433
117.83919598,0.002685317275807897,0.7834563552884756,0.0025542366151235125,0.4693582118501278
118.341708543,0.002297238028068027,0.797907643732668,0.002331660611307197,0.4777784135661091
118.844221106,0.001960663744978053,0.8117658042039452,0.002128377838289945,0.4857554529603245
119.346733668,0.0016694948394352371,0.8250216718007655,0.0019427329560435579,0.49329469409757964
119.849246231,0.0014182410540237722,0.8376694512671266,0.0017732098069156653,0.5004041577178089
120.351758794,0.0012019772747567936,0.8497066094130805,0.001618420190045661,0.5070941398988235
120.854271357,0.0010163001007288397,0.8611337403455235,0.0014770934602532605,0.5133768395841415
121.35678392,0.0008572855736133089,0.8719544064450164,0.001348066904982329,0.5192660025946058
121.859296482,0.0007214483984848696,0.8821749582403219,0.0012302768528251278,0.524776587930986
122.361809045,0.0006057029197159558,0.8918043364834721,0.0011227504677425643,0.5299244604832004
122.864321608,0.0005073260533113855,0.9008538598147935,0.0010245981841817645,0.534726112745124
123.366834171,0.00042392232037580246,0.9093370014311783,0.0009350067397461207,0.5391984168244393
123.869346734,0.0003533910757018699,0.9172691581349779,0.0008532327637923915,0.5433584069477734
124.371859296,0.00029389598076901,0.9246674150493671,0.000778596882229978,0.5472230917906525
124.874371859,0.00024383673169403597,0.931550309144036,0.0007104783008116368,0.550809295296786
125.376884422,0.00020182301968063587,0.9379375945284883,0.0006483098312790003,0.5541335241718701
125.879396985,0.00016665067401322453,0.9438500122456369,0.0005915733268172621,0.557211859919354
126.381909548,0.00013727991526546468,0.9493090670426602,0.0005397954953487327,0.5600598731037133
126.884422111,0.00011281562876341855,0.9543368133163799,0.000492544061228935,0.5626925574552958
127.386934673,9.248955500928968e-05,0.9589556521338825,0.0004494242478827023,0.5651242814459201
127.889447236,7.564428429029935e-05,0.9631881409227131,0.00041007555581771177,0.5673687550446522
128.391959799,6.171893660145145e-05,0.9670568171154219,0.00037416881226933835,0.5694390094899784
128.894472362,5.02364048541315e-05,0.97058403672676,0.00034140347045756114,0.5713473880722768
129.396984925,4.0792038681569665e-05,0.9737918285440635,0.00031150513807049477,0.5731055460963087
129.899497487,3.304364757616973e-05,0.9767017643273567,0.0002842233161284706,0.5747244583772984
130.40201005,2.6702705213543787e-05,0.979334845149714,0.0002593293308278966,0.576214432808323
130.904522613,2.1526641279856484e-05,0.9817114037639999,0.00023661444231679263,0.5775851287155078
131.407035176,1.7312112603806717e-05,0.98385102266196,0.00021588811561662377,0.5788455788869099
131.909547739,1.3889151618928786e-05,0.9857724672977807,0.00019697644008085437,0.5800042143184071
132.412060302,1.1116096898078354e-05,0.9874936337818477,0.00017972068487333181,0.5810688908638553
132.914572864,8.87521749470821e-06,0.9890315102120489,0.000163975978963146,0.5820469171066124
133.417085427,7.068949923638712e-06,0.9904021506994317,0.00014961010507114943,0.5829450828852
133.91959799,5.616673658948024e-06,0.991620661061616,0.00013650239787123402,0.5837696880078322
134.422110553,4.45195790765851e-06,0.9927011950998482,0.00012454273755091867,0.5845265707795176
134.924623116,3.520219039598871e-06,0.9936569603422979,0.00011363063057508527,0.5852211360423702
135.427135678,2.7767343471207795e-06,0.9945002321251525,0.00010367437017793232,0.585858382495684
135.929648241,2.1849637205084704e-06,0.9952423748920035,9.459026973528732e-05,0.5864429291183387
136.432160804,1.7151363298495426e-06,0.9958938696185023,8.630196274629236e-05,0.5869790405632648
136.934673367,1.3430644789647062e-06,0.9964643463107838,7.873976368358097e-05,0.5874706514330632
137.43718593,1.0491514410571057e-06,0.9969626205801447,7.184008445804397e-05,0.5879213893784307
137.939698492,8.175642990382315e-07,0.9973967333604228,6.554490169124028e-05,0.5883345969876707
138.442211055,6.355466128926679e-07,0.9977739929060152,5.980127039853724e-05,0.5887133524571274
138.944723618,4.928491373901167e-07,0.9981010182852279,5.456088006209503e-05,0.5890604890495812
139.447236181,3.812598394770106e-07,0.9983837836635483,4.977964941736885e-05,0.5893786133611609
139.949748744,2.9421713942934247e-07,0.9986276627525724,4.5417356592535084e-05,0.589670122427746
140.452261307,2.2649265318808176e-07,0.9988374728810132,4.143730152936081e-05,0.5899372197096471
140.954773869,1.73931771985103e-07,0.9990175182230134,3.7805997878709495e-05,0.5901819299990152
